Threat Category,IOCs (Indicators of Compromise),Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Predicted Threat Category,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels,Word Count
Ransomware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,North Korea,0.69,4,Phishing,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,13
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Email,USA,0.72,2,Ransomware,Patch Vulnerability,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,47
Ransomware,['123.456.78.9'],Lazarus Group,Email,Russia,0.8,5,Malware,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware,38
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,North Korea,0.79,2,Phishing,Increase Web Security,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware,28
Malware,['123.456.78.9'],APT-28,Email,USA,0.53,3,Ransomware,Monitor for Phishing,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Malware,36
Phishing,['123.456.78.9'],APT-28,Web,Global,0.92,3,Malware,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing,38
Malware,"['192.168.1.1', 'malicious.com']",Anonymous,Email,Global,0.59,2,Ransomware,Monitor for Phishing,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Ransomware,45
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.86,3,Phishing,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing,44
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Email,Russia,0.89,3,Ransomware,Monitor for Phishing,3,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,15
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Network,Global,0.86,5,DDoS,Increase Web Security,5,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",DDoS,32
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Russia,0.79,4,Malware,Monitor for Phishing,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware,48
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Network,Global,0.51,5,Ransomware,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,17
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Network,Germany,0.68,1,Phishing,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,11
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Email,North Korea,0.8,5,Malware,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware,22
DDoS,['123.456.78.9'],Anonymous,Web,Germany,0.69,2,DDoS,Increase Web Security,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS,49
Malware,['123.456.78.9'],APT-28,Network,USA,0.93,4,Malware,Increase Web Security,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS,30
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Email,Global,0.65,2,DDoS,Increase Web Security,1,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware,40
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,USA,0.65,1,Malware,Increase Web Security,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",DDoS,45
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Email,USA,0.63,4,Ransomware,Monitor for Phishing,2,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS,47
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Email,Russia,0.67,3,Ransomware,Patch Vulnerability,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,36
Malware,['123.456.78.9'],Lazarus Group,Email,Global,0.78,5,Phishing,Increase Web Security,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS,45
Phishing,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,USA,0.85,2,DDoS,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS,32
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Email,North Korea,0.83,1,Phishing,Increase Web Security,4,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware,30
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Email,USA,0.9,3,Ransomware,Patch Vulnerability,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware,22
Phishing,['123.456.78.9'],APT-28,Web,North Korea,0.94,5,DDoS,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,46
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Web,Russia,0.91,3,Phishing,Quarantine,3,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Malware,35
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Email,USA,0.51,5,Phishing,Quarantine,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware,49
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Germany,0.87,4,Phishing,Monitor for Phishing,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,16
DDoS,"['malicious.net', 'spam.exe']",Unknown,Network,Russia,0.6,3,Phishing,Increase Web Security,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS,48
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Network,North Korea,0.57,3,Phishing,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS,31
Phishing,"['malicious.net', 'spam.exe']",APT-28,Web,Russia,0.82,3,DDoS,Quarantine,3,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware,48
Ransomware,['123.456.78.9'],Unknown,Web,USA,0.66,4,Phishing,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,32
Ransomware,"['10.0.0.2', 'infected.exe']",APT-28,Email,Global,0.53,1,DDoS,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS,39
DDoS,['123.456.78.9'],Unknown,Web,Global,0.57,5,Phishing,Monitor for Phishing,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,27
Malware,"['malwarehash123', 'trojan.com']",Unknown,Email,North Korea,0.5,3,Ransomware,Increase Web Security,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware,27
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Network,North Korea,0.95,4,Ransomware,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,19
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Web,Global,0.51,1,Phishing,Quarantine,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware,48
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Email,North Korea,0.6,5,Malware,Increase Web Security,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware,39
Malware,['123.456.78.9'],Anonymous,Email,Russia,0.71,4,Ransomware,Monitor for Phishing,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,35
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Network,Germany,0.68,5,DDoS,Monitor for Phishing,4,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware,16
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Germany,0.96,3,Phishing,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,16
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Network,Russia,0.52,1,DDoS,Patch Vulnerability,3,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS,14
Malware,['123.456.78.9'],Lazarus Group,Email,Germany,0.76,4,Malware,Patch Vulnerability,3,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,10
Ransomware,"['malicious.net', 'spam.exe']",Anonymous,Email,USA,0.84,1,Phishing,Increase Web Security,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,27
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Web,Russia,0.97,3,Ransomware,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,22
Malware,['123.456.78.9'],APT-28,Email,North Korea,0.81,1,DDoS,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,34
Malware,['123.456.78.9'],Lazarus Group,Web,Russia,0.9,1,Ransomware,Quarantine,1,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware,49
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Network,Global,0.54,2,Ransomware,Quarantine,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware,17
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Web,North Korea,0.69,1,Phishing,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,19
Ransomware,['123.456.78.9'],Lazarus Group,Web,Global,0.69,5,DDoS,Increase Web Security,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,41
Malware,['123.456.78.9'],Lazarus Group,Email,North Korea,0.94,4,Malware,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,26
Malware,"['malicious.net', 'spam.exe']",APT-28,Email,Germany,0.58,2,Ransomware,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS,47
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Russia,0.58,4,Phishing,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",DDoS,24
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Email,USA,0.66,4,Phishing,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,24
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Email,North Korea,0.53,3,Malware,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware,49
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Email,North Korea,0.59,3,Phishing,Monitor for Phishing,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware,29
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Web,Global,0.98,2,Ransomware,Monitor for Phishing,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware,24
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Email,Germany,0.71,3,Phishing,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS,44
Malware,"['malicious.net', 'spam.exe']",Unknown,Web,Global,0.82,3,DDoS,Monitor for Phishing,3,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware,15
Phishing,"['malwarehash123', 'trojan.com']",APT-28,Email,Global,0.86,3,DDoS,Patch Vulnerability,5,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware,39
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Network,Germany,0.68,4,Ransomware,Patch Vulnerability,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,17
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Email,USA,0.57,2,DDoS,Patch Vulnerability,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware,40
Malware,"['malwarehash123', 'trojan.com']",Unknown,Email,Global,0.6,4,Malware,Monitor for Phishing,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware,41
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Web,Global,0.66,5,Phishing,Quarantine,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,24
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Web,North Korea,0.82,4,Ransomware,Monitor for Phishing,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,27
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Email,Germany,0.7,5,Malware,Monitor for Phishing,5,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware,22
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Russia,0.5,1,Phishing,Increase Web Security,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,33
Phishing,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,USA,0.76,1,Malware,Patch Vulnerability,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware,49
Phishing,['123.456.78.9'],Unknown,Email,USA,0.96,5,Ransomware,Quarantine,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware,23
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.91,5,Ransomware,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS,37
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,North Korea,0.91,4,Malware,Quarantine,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware,20
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Email,North Korea,0.9,5,Phishing,Quarantine,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,15
Malware,"['malicious.net', 'spam.exe']",Anonymous,Web,Germany,0.66,2,DDoS,Patch Vulnerability,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,34
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,North Korea,0.88,1,DDoS,Monitor for Phishing,4,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,10
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,USA,0.57,1,Malware,Patch Vulnerability,3,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,34
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Network,USA,0.83,5,Ransomware,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS,11
Ransomware,"['10.0.0.2', 'infected.exe']",APT-28,Web,Russia,0.82,3,Phishing,Increase Web Security,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS,41
DDoS,"['malwarehash123', 'trojan.com']",Anonymous,Email,Germany,0.51,3,Phishing,Patch Vulnerability,5,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,22
